sequence,module,level,type,identifier,name,datatype,multiplicity,value_domain,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
402,ehm,5,A,,Serial or Lot Original Quantity,Decimal,0..1,,The quantity of units in this batch on inception.,シリアル・ロット元数量,このロットが生成された時点の元の数量。,EH01-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotOriginalQuantity,ehm,Detail_ Serial or Lot,serialOrLotOriginalQuantity,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotOriginalQuantity
403,ehm,5,A,,Serial or Lot Remaining Quantity,Decimal,0..1,,The remaining quantity of units from the original batch; may be the same as the quantity in this batch or include other batches from the same original batch.,シリアル・ロット残数量,元ロットからの残りの数量。,EH01-07,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotRemainingQuantity,ehm,Detail_ Serial or Lot,serialOrLotRemainingQuantity,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotRemainingQuantity
404,ehm,5,A,,Serial or Lot Origination,Date Time,0..1,,Date of manufacture or creation.,シリアル・ロット生成日,製造日または作成日。,EH01-08,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotOrigination,ehm,Detail_ Serial or Lot,serialOrLotOrigination,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotOrigination
405,ehm,5,A,,Serial or Lot Expiration,Date Time,0..1,,Expiration date of the batch.,シリアル・ロット有効期限,ロットの有効期限。,EH01-09,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotExpiration,ehm,Detail_ Serial or Lot,serialOrLotExpiration,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotExpiration
406,ehm,5,A,,Serial or Lot Manufacturer,String,0..1,,Manufacturer of the item (serial) or items (lot/batch).,シリアル・ロット製造元,シリアル番号またはロットの製造者。,EH01-10,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotManufacturer,ehm,Detail_ Serial or Lot,serialOrLotManufacturer,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotManufacturer
407,ehm,5,A,,Serial or Lot Batch Description,String,0..1,,A name or description of the items in the lot or batch.,シリアル・ロットバッチの説明,ロットまたはバッチ内のアイテムの名称や説明。,EH01-11,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotBatchDescription,ehm,Detail_ Serial or Lot,serialOrLotBatchDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotBatchDescription
408,ehm,5,A,,Serial or Lot Warranty Start Date,Date Time,0..1,,"If the items are covered by warranty, when that warranty covered will begin or has begun.",保証開始日,保証対象となる場合の保証開始日。,EH01-12,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotWarrantyStartDate,ehm,Detail_ Serial or Lot,serialOrLotWarrantyStartDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotWarrantyStartDate
409,ehm,5,A,,Serial or Lot Warranty End Date,Date Time,0..1,,"If the items are covered by warranty, when that warranty covered will end or ended.",保証終了日,保証対象となる場合の保証終了日。,EH01-13,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotWarrantyEndDate,ehm,Detail_ Serial or Lot,serialOrLotWarrantyEndDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotWarrantyEndDate
410,ehm,5,A,,Serial or Lot Warranty Period,Decimal,0..1,,"Warranty period – numeric portion; for a 30 day warranty period, the 30 would go here, and the day would go in gl-ehm:serialLotWarrantyPeriodUnit.",保証期間（数値）,保証期間の数値部分（例：30日保証の場合は「30」）。,EH01-14,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotWarrantyPeriod,ehm,Detail_ Serial or Lot,serialOrLotWarrantyPeriod,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotWarrantyPeriod
411,ehm,5,A,,Serial or Lot Warrant Period Unit,String,0..1,,"Warrant period – time or cycle unit portion. Values from the XBRL Unit Registry (www.xbrl.org/utr/utr.xml) are suggested where possible. Examples might include: H (hours), D (days), M (months), Y (years), machine cycles, km (kilometers).",保証期間（単位）,保証期間の単位（例：日、月、年、km、機械サイクルなど）。,EH01-15,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotWarrantPeriodUnit,ehm,Detail_ Serial or Lot,serialOrLotWarrantPeriodUnit,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotWarrantPeriodUnit
412,ehm,5,A,,Warranty Vendor,String,0..1,,The vendor providing warranty; this may differ from the manufacturer.,保証提供業者,保証を提供するベンダー（製造者とは異なる可能性あり）。,EH01-16,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_WarrantyVendor,ehm,Detail_ Serial or Lot,warrantyVendor,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:warrantyVendor
413,ehm,5,A,,Warranty Contract,String,0..1,,"Contract or document information related to the warranty, such as a contract number and date or a URL with more information.",保証契約情報,保証に関する契約番号、日付、URL などの情報。,EH01-17,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_WarrantyContract,ehm,Detail_ Serial or Lot,warrantyContract,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:warrantyContract
414,ehm,5,A,,Serial or Lot Comment,String,0..1,,Free format text related to the serial number or lot.,シリアル・ロット備考,シリアルまたはロットに関する自由形式のテキスト。,EH01-18,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailSerialorLot.ehm_SerialorLotComment,ehm,Detail_ Serial or Lot,serialOrLotComment,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-ehm:detailSerialOrLot/gl-ehm:serialOrLotComment
415,btx,4,C,,Detail_ Tax,,0..*,,Class for holding tax related information,【税情報】,税関連の情報のタプル。,BT13-26,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax,btx,Detail_ Tax,detailTax,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax
416,btx,5,A,,Tax Authority,String,0..1,,Name of the relevant tax authority,課税庁,関係する課税庁の名前。,BT15-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxAuthority,btx,Detail_ Tax,taxAuthority,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxAuthority
417,btx,5,A,,Tax Table Code,String,0..1,,Tax table code used by the relevant tax authority,税率表コード,関係する課税庁で使用される税率表のコード。,BT15-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxTableCode,btx,Detail_ Tax,taxTableCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxTableCode
418,btx,5,A,,Tax Description,String,0..1,,Description of tax authority,課税庁説明,課税庁の説明。,BT15-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxDescription,btx,Detail_ Tax,taxDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxDescription
419,btx,5,A,,Amount of Taxes,Monetary,0..1,,Amount of taxes,税額,税額。,BT15-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_AmountofTaxes,btx,Detail_ Tax,amountOfTaxes,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:amountOfTaxes
420,btx,5,A,,Basis for Taxation,Monetary,0..1,,Basis for taxation,課税基準,課税基準。,BT15-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_BasisforTaxation,btx,Detail_ Tax,basisForTaxation,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:basisForTaxation
421,btx,5,A,,Tax Percentage Rate,Pure,0..1,,Percent rate for VAT or other taxes normally a number between 0 and 1.0 - e.g. 50% is represented as 0.5,税率,"VAT(物品税)またはその他の税のパーセント比率。_x000D_
0から1.0の間の値。たとえば50%は0.5とあらわす。",BT15-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxPercentageRate,btx,Detail_ Tax,taxPercentageRate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxPercentageRate
422,btx,5,A,,Tax Category,String,0..1,,A class or category of taxes,税区分,税のクラス又はカテゴリ。,BT15-07,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxCategory,btx,Detail_ Tax,taxCategory,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxCategory
423,btx,5,A,,Tax Comment/Exemption Reason,String,0..1,,Additional text/code for exemption reasons or other comments.,税コメント/免税理由,免税理由やその他のコメントのための、追加の文またはコード。,BT15-08,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxCommentExemptionReason,btx,Detail_ Tax,taxCommentExemptionReason,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxCommentExemptionReason
424,btx,5,A,,Tax Amount in Foreign Currency,Monetary,0..1,,"If the tax is in a foreign currency, the amount of tax in that currency",外貨建税額,税が外貨建ての場合の、税額。,BT15-09,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxAmountinForeignCurrency,btx,Detail_ Tax,taxAmountInForeignCurrency,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxAmountInForeignCurrency
425,btx,5,A,,Tax Foreign Currency,QName,0..1,,"If the tax is in a foreign currency, that currency",外貨建税額通貨,税が外貨建ての場合の、通貨。,BT15-10,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxForeignCurrency,btx,Detail_ Tax,taxForeignCurrency,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxForeignCurrency
426,btx,5,A,,Tax Exchange Rate Date,Date Time,0..1,,"If the tax is in a foreign currency, the date or date and time of the exchange rate used",税額換算レート日付,税が外貨建ての場合の、換算レートの日付または日付/時刻。,BT15-11,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxExchangeRateDate,btx,Detail_ Tax,taxExchangeRateDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxExchangeRateDate
427,btx,5,A,,Tax Exchange Rate,Pure,0..1,,"If the tax is in a foreign currency, the exchange rate used expressed as national currency divided by foreign currency",税額換算レート,税が外貨建ての場合の、換算レート。自国通貨を外貨で割った値。,BT15-12,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxExchangeRate,btx,Detail_ Tax,taxExchangeRate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxExchangeRate
428,btx,5,A,,Tax Exchange Rate Source,String,0..1,,"If the tax is in a foreign currency, source of exchange rate - for example, Reuters, Bloomberg",税額換算レート情報源,"税が外貨建ての場合の、換算レートの情報源。たとえば、Reuters, Bloomberg",BT15-13,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxExchangeRateSource,btx,Detail_ Tax,taxExchangeRateSource,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxExchangeRateSource
429,btx,5,A,,Tax Exchange Rate Type,String,0..1,,"If the tax is in a foreign currency, type of exchange rate - for example, spot rate, forward contract etc.",税額換算レート種別,税が外貨建ての場合の、換算レートの種別。たとえば、スポット・レート、先物など。,BT15-14,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxExchangeRateType,btx,Detail_ Tax,taxExchangeRateType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxExchangeRateType
430,btx,5,A,,Tax Exchange Rate Comment,String,0..1,,"If the tax is in a foreign currency, comment about exchange rate used",税額換算レートコメント,税が外貨建ての場合の、換算レートに関するコメント。,BT15-15,$.btx_BusinessTransactions.btx_TransactionHeader.btx_TransactionDetail.btx_DetailTax.btx_TaxExchangeRateComment,btx,Detail_ Tax,taxExchangeRateComment,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:transactionDetail/gl-btx:detailTax/gl-btx:taxExchangeRateComment
